Group.1	x
Lissotriton_vulgaris	6.84890213637709
Locustella_certhiola	7.52562299175747
Locustella_ochotensis	19.8909312769677
Lontra_longicaudis	26.7331200353829
Lophius_piscatorius	6.83380411187548
Lophognathus_gilberti	10.4318386349001
Lophostoma_silvicolum	5.91890030515066
Lophura_nycthemera	2.07987457768909
Loris_tardigradus	13.0076385487736
Loxigilla_violacea	5.49239095178532
Loxodonta_africana	8.62108445460272
Loxodonta_cyclotis	7.24866137397025
Luscinia_cyanura	0.732406307561581
Luscinia_rufilata	3.35579261655853
Lutjanus_argentimaculatus	7.15355912452454
Lutra_lutra	12.4368611300769
Lutrogale_perspicillata	4.15497566178603
Lynx_pardinus	7.43226892734093
Macaca_fascicularis	7.48650298831925
Macaca_nemestrina	7.6512071679241
Malaclemys_terrapin	4.38995614699295
Malurus_leucopterus	0.403539892011241
Mammuthus_primigenius	4.76333138958593
Mammuthus_sp	4.30616430808118
Mantidactylus_femoralis	10.1161115108014
Mantidactylus_majori	11.1300793791154
Marmosa_robinsoni	2.74986780744772
Marmosops_caucae	2.54566879325122
Marmosops_noctivagus	1.21918070621264
Martes_americana	9.57443062077458
Martes_melampus	5.07780671340173
Martes_zibellina	5.8037567499267
Mastacembelus_brichardi	3.33362163885096
Mastacembelus_congicus	2.31412155001316
Mastomys_sp	6.77703605249442
Mauremys_caspica	6.5230152862579
Mauremys_japonica	17.3712655290393
Mauremys_mutica	4.48875839210922
Mauremys_reevesii	13.5152499658877
Mauremys_rivulata	10.2109401381564
Megaloglossus_woermanni	8.53203356242563
Melanogrammus_aeglefinus	10.4827079368517
Melanosuchus_niger	9.50779041707355
Melanotaenia_goldiei	3.0700216592415
Melanotaenia_splendida	4.32552750038784
Meles_meles	5.38458733360685
Meriones_libycus	9.85878742640368
Meriones_meridianus	2.35352584296704
Meriones_tamariscinus	1.82023459212991
Merlangius_merlangus	7.77469103953151
Mesoplodon_densirostris	4.36998743983442
Mesoplodon_europaeus	17.7672273543633
Metallura_tyrianthina	3.85730429872677
Microcebus_griseorufus	7.54010928025997
Microcebus_lehilahytsara	2.20405379224232
Microcebus_mittermeieri	8.60412117934704
Microcebus_murinus	4.56919157155397
Microcebus_myoxinus	9.10218012294241
Microcebus_rufus	4.2254795579082
Microcebus_simmonsi	1.868911922986
Microcerculus_marginatus	2.80109051827885
Micromesistius_poutassou	3.27239554318257
Micromys_minutus	5.21646007753048
Micronycteris_megalotis	3.58401243615983
Microphysogobio_alticorpus	2.99215194317003
Microphysogobio_brevirostris	3.17616038455567
Micropteropus_pusillus	3.64669170587814
Micropterus_coosae	7.73911857021312
Micropterus_dolomieu	10.4610960056802
Micropterus_floridanus	9.13890671463333
Micropterus_henshalli	6.46998773241695
Micropterus_punctulatus	11.9992699367446
Micropterus_salmoides	16.4946918504419
Microtus_agrestis	3.86959768542169
Microtus_arvalis	2.52794267551244
Microtus_limnophilus	8.96715512485733
Microtus_longicaudus	2.22662699640403
Microtus_lusitanicus	2.21418532379306
Microtus_miurus	2.08403954743723
Microtus_obscurus	2.7412302649649
Microtus_subterraneus	2.31033076096911
Miniopterus_schreibersii	5.85339920277179
Mionectes_oleagineus	7.66018527994397
Misgurnus_anguillicaudatus	3.3052891121919
Misgurnus_nikolskyi	2.42466693465736
Mogera_imaizumii	1.00713251522378
Mogera_robusta	18.836301734733
Mogera_wogura	4.30760035506094
