Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn	AdultBodyMass_g	GenerationLength_d	category
1035	Pungitius pungitius	23	21	0.0521390374331551	10	1	0.944444444444444	0.0555555555555556	NA	NA	NA
1036	Pungitius sinensis	35.3333333333333	79	0.166666666666667	13	2	0.857142857142857	0.142857142857143	NA	NA	NA
1037	Pungitius tymensis	28.5	85	0.0971786833855799	14	3	0.90625	0.09375	NA	NA	NA
1038	Puntius semifasciolatus	37	90	0.177865612648221	9	3	0.833333333333333	0.166666666666667	NA	NA	NA
1039	Pycnonotus goiavier	38.25	223	0.1	55	5	0.909090909090909	0.0909090909090909	NA	NA	LC
1040	Pycnonotus jocosus	21	21	0.0666666666666667	4	1	0.9375	0.0625	NA	NA	LC
1041	Pycnonotus sinensis	21	21	0.285714285714286	3	1	0.777777777777778	0.222222222222222	NA	NA	LC
1042	Pycnonotus urostictus	22	59	0.166666666666667	23	2	0.857142857142857	0.142857142857143	NA	NA	NA
1043	Pygoscelis adeliae	39.5	56	0.333333333333333	3	1	0.732142857142857	0.267857142857143	NA	NA	LC
1044	Pyrocephalus rubinus	47	81	0.166666666666667	13	2	0.857142857142857	0.142857142857143	NA	NA	LC
1045	Quiscalus mexicanus	67	58	0.117647058823529	6	1	0.894736842105263	0.105263157894737	NA	NA	LC
1046	Rachycentron canadum	21	21	0.5	2	1	0.5	0.5	NA	NA	NA
1047	Rana catesbeiana	51	81	0.4	4	2	0.714285714285714	0.285714285714286	NA	NA	NA
1048	Rana yavapaiensis	58	58	0.333333333333333	2	1	0.75	0.25	NA	NA	NA
1049	Rangifer tarandus	29.25	21	0.125	7	1	0.888888888888889	0.111111111111111	109088.5	1825	VU
1050	Rastrelliger faughni	60	0	0	7	0	1	0	NA	NA	DD
1051	Rastrelliger kanagurta	47.1	49	0.222222222222222	4	1	0.777777777777778	0.222222222222222	NA	NA	DD
1052	Rattus exulans	22	43	0.25	5	2	0.8	0.2	50.63	534.7590666715	LC
1053	Rattus rattus	52.3333333333333	138	0.242857142857143	6	3	0.75	0.25	142.68	546.1994	LC
1054	Rattus tanezumi	21.5	63	0.21875	12	2	0.82051282051282	0.179487179487179	140.84	534.7590666715	LC
1055	Regulus regulus	58	64	0.2	5	1	0.833333333333333	0.166666666666667	NA	NA	LC
1056	Reithrodontomys fulvescens	52.5555555555556	220	0.0978260869565217	34	4	0.910891089108911	0.0891089108910891	11.55	202.795	LC
1057	Reithrodontomys mexicanus	31.5714285714286	267	0.10655737704918	116	7	0.903703703703704	0.0962962962962963	15.71	202.795	LC
1058	Reithrodontomys sumichrasti	21	21	0.0740740740740741	22	1	0.931034482758621	0.0689655172413793	19	202.795	LC
1059	Relictus solitarius	33.3333333333333	23	0.142857142857143	9	1	0.866071428571429	0.133928571428571	NA	NA	NA
1060	Rhabdophis tigrinus	56.3246753246754	287	0.282608695652174	30.5	4	0.779661016949153	0.220338983050847	NA	NA	NA
1061	Rhacodactylus auriculatus	53.3333333333333	262	0.205128205128205	14.5	3	0.824542124542124	0.175457875457875	NA	NA	NA
1062	Rhinichthys osculus	21	21	0.0526315789473684	18	1	0.95	0.05	NA	NA	NA
1063	Rhinogobius brunneus	55.3690476190476	272	0.166666666666667	35	4	0.857142857142857	0.142857142857143	NA	NA	NA
1064	Rhinogobius giurinus	46.3333333333333	64	0.166666666666667	10	1	0.857142857142857	0.142857142857143	NA	NA	NA
1065	Rhinogobius nagoyae	52.3333333333333	293	0.106382978723404	41	5	0.903846153846154	0.0961538461538462	NA	NA	NA
1066	Rhinogobius rubromaculatus	39.8131313131313	334	0.169721767594108	50	8	0.854545454545454	0.145454545454545	NA	NA	NA
1067	Rhinolophus affinis	51.4166666666667	218	0.206896551724138	26	5	0.818181818181818	0.181818181818182	13.7	2726.53565	LC
1068	Rhinolophus arcuatus	58	58	0.0697674418604651	9	1	0.934782608695652	0.0652173913043478	8.98	2937.38135	LC
1069	Rhinolophus clivosus	22	43	0.04	49	2	0.961538461538462	0.0384615384615385	11.1495238095238	2726.53565	LC
1070	Rhinolophus cornutus	58	58	0.333333333333333	2	1	0.75	0.25	NA	NA	NA
1071	Rhinolophus macrotis	26.2	67	0.114285714285714	30	3	0.897435897435897	0.102564102564103	6.18	2937.38135	LC
1072	Rhinolophus pearsonii	43.8	268	0.111111111111111	48	6	0.9	0.1	11.55	2726.53565	LC
1073	Rhinolophus pusillus	21	63	0.222222222222222	8	2	0.818181818181818	0.181818181818182	5.15	2937.38135	LC
1074	Rhinolophus rouxii	54.5	233	0.0789473684210526	4	3	0.925925925925926	0.0740740740740741	12.25	1051.1426	LC
1075	Rhipidura cyaniceps	45.75	116.5	0.110576923076923	13.5	2	0.881944444444444	0.118055555555556	NA	NA	LC
1076	Rhipidura superciliaris	56	81	0.0563492063492063	34.5	1	0.946657183499289	0.0533428165007112	NA	NA	LC
1077	Rhodeus amarus	21	21	0.1	8	1	0.909090909090909	0.0909090909090909	NA	NA	NA
1078	Rhodeus atremius	47	234	0.266666666666667	13	6	0.789473684210526	0.210526315789474	NA	NA	NA
1079	Rhodeus notatus	22	44	0.133333333333333	12	2	0.882352941176471	0.117647058823529	NA	NA	NA
1080	Rhodeus ocellatus	31.1666666666667	175	0.0923076923076923	54	6	0.915373597517307	0.0846264024826928	NA	NA	NA
1081	Rhopocichla atriceps	32	96	0.0857142857142857	31	3	0.921052631578947	0.0789473684210526	NA	NA	LC
1082	Richardsonius balteatus	21	21	0.0526315789473684	18	1	0.95	0.05	NA	NA	NA
1083	Richardsonius egregius	21	21	0.0425724637681159	15	1	0.959166666666667	0.0408333333333333	NA	NA	NA
1084	Riparia riparia	21	0	0	3	0	1	0	NA	NA	LC
1085	Rodentia sp	50.5555555555556	623	0.0899470899470899	188	16	0.917073170731707	0.0829268292682927	NA	NA	NA
1086	Rousettus aegyptiacus	32.6666666666667	98	0.166666666666667	15	3	0.857142857142857	0.142857142857143	134	1825	LC
1087	Rousettus leschenaultii	21	21	0.125	7	1	0.888888888888889	0.111111111111111	84.88	1679.8551	LC
1088	Rousettus madagascariensis	21	21	0.166666666666667	6	1	0.857142857142857	0.142857142857143	65.72	1825	VU
1089	Rutilus frisii	21	21	0.142857142857143	5	1	0.857142857142857	0.142857142857143	NA	NA	NA
1090	Ruvettus pretiosus	NA	0	0	3	0	1	0	NA	NA	NA
1091	Sabanejewia balcanica	21	10.5	0.03125	10	0.5	0.970588235294118	0.0294117647058824	NA	NA	NA
1092	Sacalia quadriocellata	50.9666666666667	219.5	0.235294117647059	25	5	0.80952380952381	0.19047619047619	NA	NA	NA
1093	Saimiri boliviensis	58	139	0.363636363636364	7	2	0.733333333333333	0.266666666666667	799.45	3354.65875	LC
1094	Saimiri sciureus	61.5555555555556	93.5	0.129032258064516	13.5	2	0.881881533101045	0.118118466898955	749.47	3789.3175	LC
1095	Salamandra salamandra	70.1666666666667	224	0.172413793103448	27	3	0.852941176470588	0.147058823529412	NA	NA	LC
1096	Salamandrella keyserlingii	49.3333333333333	53	0.166666666666667	5	1	0.846153846153846	0.153846153846154	NA	NA	LC
1097	Salangichthys microdon	21	0	0	5	0	1	0	NA	NA	NA
1098	Salanx ariakensis	21	21	0.142857142857143	9	1	0.875	0.125	NA	NA	NA
1099	Salmo salar	21	21	0.0625	2	1	0.888888888888889	0.111111111111111	NA	NA	NA
1100	Salmo trutta	41	32	0.117647058823529	8	1	0.888888888888889	0.111111111111111	NA	NA	NA
1101	Saltator maximus	56.875	433	0.4	15	7	0.714285714285714	0.285714285714286	NA	NA	LC
1102	Salvelinus malma	21	21	0.105555555555556	9	1	0.9	0.1	NA	NA	NA
1103	Sander vitreus	49.5	21	0.25	1	1	0.666666666666667	0.333333333333333	NA	NA	NA
1104	Sapajus apella	58	81	0.222222222222222	6	1	0.818181818181818	0.181818181818182	NA	NA	LC
1105	Sarcocheilichthys nigripinnis	25.4	100	0.103846153846154	22	3	0.902777777777778	0.0972222222222222	NA	NA	NA
1106	Sarcocheilichthys sinensis	21	42	0.111111111111111	19	2	0.9	0.1	NA	NA	NA
1107	Satanoperca jurupari	21	37	0.2	9	1	0.833333333333333	0.166666666666667	NA	NA	NA
1108	Saxicola torquata	53.6666666666667	222	0.128571428571429	34	5	0.886075949367089	0.113924050632911	NA	NA	NA
1109	Scarus ghobban	21	21	0.032258064516129	26	1	0.96875	0.03125	NA	NA	LC
1110	Scarus rubroviolaceus	99	49.5	0	3	0.5	0.9	0.1	NA	NA	LC
1111	Sceloporus aeneus	46.2857142857143	295	0.157894736842105	42	6	0.863636363636364	0.136363636363636	NA	NA	NA
1112	Sceloporus bicanthalis	48	102	0.1875	11	2	0.842105263157895	0.157894736842105	NA	NA	NA
1113	Sceloporus cowlesi	45.9583333333333	292	0.173913043478261	35	6	0.851851851851852	0.148148148148148	NA	NA	NA
1114	Sceloporus graciosus	44.2631578947368	606.5	0.219758532621314	63.5	14	0.819834581772784	0.180165418227216	NA	NA	NA
1115	Sceloporus occidentalis	53.8333333333333	217	0.111111111111111	44	5	0.9	0.1	NA	NA	NA
1116	Sceloporus scalaris	50.0909090909091	436	0.169230769230769	59	9	0.855263157894737	0.144736842105263	NA	NA	NA
1117	Sceloporus slevini	50.9222222222222	314	0.21875	30	6	0.82051282051282	0.179487179487179	NA	NA	NA
1118	Sceloporus tristichus	56.4615384615385	454	0.171428571428571	36	6	0.853658536585366	0.146341463414634	NA	NA	NA
1119	Sceloporus undulatus	53.1666666666667	750	0.216216216216216	69	16	0.822222222222222	0.177777777777778	NA	NA	NA
1120	Schismatogobius ampluvinculus	46	21	0.125	6	1	0.888888888888889	0.111111111111111	NA	NA	NA
1121	Schizopygopsis pylzovi	21	21	0.142857142857143	4	1	0.875	0.125	NA	NA	NA
1122	Schizopygopsis stoliczkai	21	21	0.111111111111111	6	1	0.9	0.1	NA	NA	NA
1123	Schizopygopsis thermalis	21	21	0.02	6	1	0.980392156862745	0.0196078431372549	NA	NA	NA
1124	Schizopygopsis younghusbandi	21	0	0	5	0	1	0	NA	NA	NA
1125	Schizothorax oconnori	21	0	0	5	0	1	0	NA	NA	NA
1126	Schizothorax plagiostomus	45	45	0	3	1	0.91304144884242	0.0869585511575803	NA	NA	NA
1127	Schizothorax prenanti	21	42	0.45	4	2	0.666666666666667	0.333333333333333	NA	NA	NA
1128	Schizothorax richardsonii	47	103	0.5	4	2	0.666666666666667	0.333333333333333	NA	NA	NA
1129	Schizothorax waltoni	58	0	0	6	0	1	0	NA	NA	NA
1130	Scincella lateralis	38	267	0.126760563380282	64	8	0.8875	0.1125	NA	NA	NA
1131	Sciurus lis	91.5	0	0	4	0	1	0	264.3	2122.20083333333	LC
1132	Sciurus vulgaris	58	0	0	4	0	1	0	333	1612.7525	LC
1133	Scleropages formosus	56.0227272727273	79	0.2	8	1	0.818181818181818	0.181818181818182	NA	NA	NA
1134	Scomber australasicus	59.5	0	0	3	0	1	0	NA	NA	LC
1135	Scomber colias	21	0	0	6	0	1	0	NA	NA	LC
1136	Scomber japonicus	21	21	0.0454545454545455	18	1	0.956521739130435	0.0434782608695652	NA	NA	LC
1137	Scomber scombrus	NA	0	0	4	0	1	0	NA	NA	LC
1138	Scomberomorus semifasciatus	21	21	0.333333333333333	2	1	0.75	0.25	NA	NA	LC
1139	Scombrops boops	NA	0	0	5	0	1	0	NA	NA	NA
1140	Scombrops gilberti	NA	0	0	5	0	1	0	NA	NA	NA
1141	Scophthalmus rhombus	26.5	32	0.333333333333333	4	1	0.75	0.25	NA	NA	NA
1142	Sebastiscus marmoratus	21	0	0	2	0	1	0	NA	NA	NA
1143	Seiurus aurocapilla	58	42	0.111111111111111	5	1	0.9	0.1	NA	NA	LC
1144	Semnopithecus entellus	55.925	1169	0.333333333333333	59	21	0.75	0.25	12679.29	3806.439	LC
1145	Seriola dumerili	22	21	0.225	6	1	0.788888888888889	0.211111111111111	NA	NA	NA
1146	Serranochromis macrocephalus	58	139	0.285714285714286	8	2	0.777777777777778	0.222222222222222	NA	NA	NA
1147	Setophaga petechia	54.375	194	0.333333333333333	8	3	0.75	0.25	NA	NA	LC
1148	Shinisaurus crocodilurus	70.5	517	0.363636363636364	19	7	0.733333333333333	0.266666666666667	NA	NA	NA
1149	Sicydium buscki	38.5	0	0	4	0	1	0	NA	NA	NA
1150	Sicydium punctatum	21	0	0	3	0	1	0	NA	NA	NA
1151	Siganus argenteus	184	0	0	4	0	1	0	NA	NA	NA
1152	Siganus canaliculatus	32	60	0.0670011148272018	3	1	0.932432432432432	0.0675675675675676	NA	NA	NA
1153	Siganus fuscescens	22	22	0.0909090909090909	9	1	0.909090909090909	0.0909090909090909	NA	NA	NA
1154	Siganus puellus	51	60	0.333333333333333	2	1	0.666666666666667	0.333333333333333	NA	NA	NA
1155	Siganus unimaculatus	30.75	22	0.333333333333333	3	1	0.75	0.25	NA	NA	NA
1156	Siganus virgatus	74	74	0.1	4	1	0.909090909090909	0.0909090909090909	NA	NA	NA
1157	Siganus vulpinus	22	43	0.5	3	2	0.666666666666667	0.333333333333333	NA	NA	NA
1158	Silurus asotus	45.5	146	0.173913043478261	27	3	0.85016835016835	0.14983164983165	NA	NA	NA
1159	Siniperca chuatsi	38	94	0.25	4	1	0.8	0.2	NA	NA	NA
1160	Siniperca scherzeri	41.9285714285714	232	0.119266055045872	51	5	0.892307692307692	0.107692307692308	NA	NA	NA
1161	Siphateles bicolor	21.4166666666667	82	0.3	6	3	0.769230769230769	0.230769230769231	NA	NA	NA
1162	Sistrurus catenatus	58	58	0.166666666666667	3	1	0.75	0.25	NA	NA	NA
1163	Sitta carolinensis	52	341	0.2	40	7	0.833333333333333	0.166666666666667	NA	NA	LC
1164	Snyderichthys copei	30	89	0.0731707317073171	4	2	0.923076923076923	0.0769230769230769	NA	NA	NA
1165	Solea senegalensis	74.7857142857143	319	1.5	2	3	0.4	0.6	NA	NA	NA
1166	Solea solea	61.5	144	0.25	7	2	0.8	0.2	NA	NA	NA
1167	Sorex araneus	58.6666666666667	0	0	6	0	1	0	9.18	524.7815	LC
1168	Sorex asper	28	0	0	4	0	1	0	7.945	422.884597917875	LC
1169	Sorex caecutiens	23.75	80	0.2	8	3	0.833333333333333	0.166666666666667	6.3	422.884597917875	LC
1170	Sorex cinereus	21	42	0.0566037735849057	26	2	0.946428571428571	0.0535714285714286	4.2	331.5827166715	LC
1171	Sorex cylindricauda	56	164	0.0563492063492063	35	2	0.945945945945946	0.0540540540540541	7.32541832394587	422.884597917875	LC
1172	Sorex minutissimus	21	0	0	14	0	1	0	2.46	422.884597917875	LC
1173	Sorex monticolus	22	22	0.166666666666667	6	1	0.857142857142857	0.142857142857143	6.92	422.884597917875	LC
1174	Sorex palustris	72.5	0	0	4	0	1	0	13.07	273.1928	LC
1175	Sorex tundrensis	47.5	0	0	13	0	1	0	7.65	422.884597917875	LC
1176	Sorex ugyunak	31.75	0	0	3	0	1	0	3.6	422.884597917875	LC
1177	Sorex unguiculatus	21	21	0.0476190476190476	17	1	0.954545454545455	0.0454545454545455	14.11	392.4667	LC
1178	Sphenodon punctatus	39.5	21	0.0298690671031097	8	1	0.962962962962963	0.037037037037037	NA	NA	NA
1179	Spinibarbus caldwelli	68.7777777777778	109	0.0909090909090909	19.5	1.5	0.912878787878788	0.0871212121212121	NA	NA	NA
1180	Squalidus argentatus	99	170	0.0714285714285714	16	2	0.933333333333333	0.0666666666666667	NA	NA	NA
1181	Squalidus chankaensis	21	21	0.111111111111111	8	1	0.9	0.1	NA	NA	NA
1182	Squalius pyrenaicus	21	21	0.153846153846154	7	1	0.866666666666667	0.133333333333333	NA	NA	NA
1183	Steatomys sp	64	68	0.2	6	1	0.833333333333333	0.166666666666667	NA	NA	NA
1184	Stenella attenuata	22	0	0	8	0	1	0	65733.59	8395	LC
1185	Stenella coeruleoalba	57	0	0	7	0	1	0	142102.96	7926.62525	LC
1186	Stenella longirostris	34	0	0	5	0	1	0	50500	8395	LC
1187	Stigmochelys pardalis	94.6666666666667	207	0.157894736842105	18	3	0.863636363636364	0.136363636363636	NA	NA	NA
1188	Sturnella magna	21.3333333333333	21	0.0722996515679442	6	1	0.931818181818182	0.0681818181818182	NA	NA	NT
1189	Sturnira lilium	36.6666666666667	139	0.142857142857143	17	3	0.875	0.125	20.19	2064.27635	LC
1190	Sturnira parvidens	21	0	0	4	0	1	0	NA	NA	LC
1191	Sturnira tildae	58	65	0.25	5	1	0.8	0.2	24.39	2064.27635	LC
1192	Sturnus vulgaris	58	27	0	4	1	0.866071428571429	0.133928571428571	NA	NA	LC
1193	Suncus murinus	54.7117647058824	285	0.333333333333333	10	8	0.725	0.275	43.76	363.52745	LC
1194	Sus barbatus	44.8333333333333	102	0.455533596837945	4	3	0.686567164179104	0.313432835820896	135806	2555	VU
1195	Sus scrofa	58	119	0.454545454545455	4	2	0.681818181818182	0.318181818181818	84471.54	2656.07	LC
1196	Sus scrofa_domesticus	48.8285714285715	156	0.303846153846154	12	3	0.75	0.25	NA	NA	NA
1197	Sylvia atricapilla	64.7083333333333	109	0.153947368421053	15.5	2	0.866600790513834	0.133399209486166	NA	NA	LC
1198	Sylviparus modestus	81	0	0	3	0	1	0	NA	NA	LC
1199	Symphalangus syndactylus	60.75	98	0.190909090909091	8	1	0.833333333333333	0.166666666666667	10839	4745	EN
1200	Symphysodon aequifasciata	44.2	101	0.333333333333333	10	3	0.75	0.25	NA	NA	NA
1201	Tachycineta bicolor	46	21	0.166666666666667	2	1	0.75	0.25	NA	NA	LC
1202	Takydromus amurensis	58	58	0.25	4	1	0.8	0.2	NA	NA	NA
1203	Takydromus septentrionalis	45.8333333333333	157	0.333333333333333	14	4	0.75	0.25	NA	NA	NA
1204	Talpa europaea	44.9090909090909	21	0.0769230769230769	21	1	0.928571428571429	0.0714285714285714	87.53	1000.1	LC
1205	Talpa romana	65.35	155	0.190909090909091	15	2	0.833333333333333	0.166666666666667	92.5	1000.1	LC
1206	Tamias dorsalis	41	23	0.0588235294117647	15	1	0.94281045751634	0.0571895424836601	63.66	1101.1099733314	NA
1207	Tamias minimus	81	162	0.0454545454545455	25	1	0.956521739130435	0.0434782608695652	42.87	1148.8483	NA
1208	Tamias quadrivittatus	47.125	309	0.22	34	7	0.819672131147541	0.180327868852459	57.49	1101.1099733314	NA
1209	Tamias senex	39.5	79	0.153846153846154	12	2	0.866666666666667	0.133333333333333	89.35	1101.1099733314	NA
1210	Tamias sibiricus	42.4285714285714	42	0.0714285714285714	12	1	0.932352941176471	0.0676470588235294	94.16	1311.5224	NA
1211	Tamiops maritimus	41.5	332	0.102803738317757	102	8	0.906779661016949	0.0932203389830508	66.77	1239.29886944283	LC
1212	Tanakia himantegus	56.3333333333333	275	0.0886075949367089	77	5	0.916666666666667	0.0833333333333333	NA	NA	NA
1213	Tanakia koreensis	38.6875	142	0.0821052631578947	29.5	2	0.922330097087379	0.0776699029126214	NA	NA	NA
1214	Tanakia lanceolata	28.7083333333333	126	0.0707142857142857	74	4	0.933333333333333	0.0666666666666667	NA	NA	NA
1215	Tanakia latimarginata	77.5	0	0	6	0	1	0	NA	NA	NA
1216	Tanakia limbata	36	164	0.101282051282051	39.5	4	0.908033826638478	0.0919661733615222	NA	NA	NA
1217	Tanichthys albonubes	51	207.5	0.081989247311828	63.5	4.5	0.923076923076923	0.0769230769230769	NA	NA	NA
1218	Tarentola mauritanica	51.5227272727273	463	0.35	47	11	0.740157480314961	0.259842519685039	NA	NA	NA
1219	Tarsius dentatus	46.7916666666667	187	0.170731707317073	31	4	0.851063829787234	0.148936170212766	110.42	2190	VU
1220	Tarsius lariang	65.6666666666667	135	0.5	2	2	0.625	0.375	92	2190	DD
1221	Telescopus fallax	52.8044871794872	337	0.137931034482759	53	7	0.878787878787879	0.121212121212121	NA	NA	NA
1222	Telestes muticellus	36.525	42	0.225	4	1	0.8	0.2	NA	NA	NA
1223	Telestes pleurobipunctatus	47.1666666666667	58	0.333333333333333	4	1	0.75	0.25	NA	NA	NA
1224	Telestes souffia	41	21	0.0454545454545455	20	1	0.956521739130435	0.0434782608695652	NA	NA	NA
1225	Tenualosa ilisha	21	0	0	5	0	1	0	NA	NA	NA
1226	Terapon jarbua	95	81	0.0294117647058824	12	1	0.941176470588235	0.0588235294117647	NA	NA	NA
1227	Terpsiphone paradisi	47.1666666666667	329	0.142857142857143	49	7	0.875	0.125	NA	NA	LC
1228	Terpsiphone viridis	58	81	0.0740740740740741	25	1	0.931034482758621	0.0689655172413793	NA	NA	LC
1229	Terrapene carolina	45.2222222222222	338	0.15843137254902	49	8	0.860859044162129	0.139140955837871	NA	NA	NA
1230	Terrapene mexicana	64.2403846153846	344	1	4	5	0.5	0.5	NA	NA	NA
1231	Testudo graeca	49.3333333333333	298	0.23240589198036	31	7	0.811422413793103	0.188577586206897	NA	NA	NA
1232	Testudo horsfieldii	35.2	140	0.444444444444444	9	4	0.692307692307692	0.307692307692308	NA	NA	NA
1233	Tetrapturus georgii	21	0	0	2	0	1	0	NA	NA	DD
1234	Thamnophis rufipunctatus	51.5	160	0.238095238095238	6	3	0.807692307692308	0.192307692307692	NA	NA	NA
1235	Thamnophis validus	33.6666666666667	43	0.25	5	1	0.792857142857143	0.207142857142857	NA	NA	NA
1236	Thermophis baileyi	58	58	0.2	4	1	0.833333333333333	0.166666666666667	NA	NA	NA
1237	Thoropa miliaris	57	276	0.166666666666667	21	5.5	0.845238095238095	0.154761904761905	NA	NA	LC
1238	Thrichomys laurenteus	73.4	129	0.5	2	2	0.666666666666667	0.333333333333333	NA	NA	NA
1239	Thryothorus nigricapillus	41	63	0.125	6.5	1	0.888888888888889	0.111111111111111	NA	NA	NA
1240	Thunnus alalunga	NA	0	0	3	0	1	0	NA	NA	NT
1241	Thunnus albacares	NA	0	0	3	0	1	0	NA	NA	NT
1242	Thunnus maccoyii	40.5	205	0.100371747211896	0	3	0	1	NA	NA	CR
1243	Thunnus obesus	21	0	0	10	0	1	0	NA	NA	VU
1244	Thunnus orientalis	33.5961538461539	226	0.5	5	4	0.625	0.375	NA	NA	VU
1245	Thunnus thynnus	21	21	0.0285714285714286	34	1	0.972222222222222	0.0277777777777778	NA	NA	EN
1246	Thylacinus cynocephalus	23	0	0	8	0	1	0	NA	NA	EX
1247	Thylamys elegans	49.125	81	0.0535714285714286	52	2	0.949152542372881	0.0508474576271186	28.9	642.840025	LC
1248	Thylamys pallidior	44.1031746031746	336	0.170212765957447	37	6	0.854545454545454	0.145454545454545	15.34	642.840025	LC
1249	Thylamys pusillus	26.5	58	0.0821917808219178	68	3	0.924050632911392	0.0759493670886076	30.6072939171429	642.840025	LC
1250	Thylamys sponsorius	51	102	0.295833333333333	8	2	0.769230769230769	0.230769230769231	43.44552871	642.840025	NA
1251	Thylamys venustus	50.3	246	0.148148148148148	36	6	0.870967741935484	0.129032258064516	30.6072939171429	642.840025	DD
1252	Thymallus arcticus	21	21	0.03125	35	1	0.96875	0.03125	NA	NA	NA
1253	Thymallus grubii	21	21	0.04	28	1	0.961538461538462	0.0384615384615385	NA	NA	NA
1254	Tinca tinca	58	116	0.153846153846154	12	2	0.866666666666667	0.133333333333333	NA	NA	NA
1255	Todiramphus chloris	52.625	132	0.230769230769231	13	3	0.8125	0.1875	NA	NA	LC
1256	Tor putitora	73.85	220	1.5	1	3	0.333333333333333	0.666666666666667	NA	NA	NA
1257	Trachemys scripta	57.1863636363637	470	0.27027027027027	35	9	0.787234042553192	0.212765957446809	NA	NA	NA
1258	Trachidermus fasciatus	21	21	0.166666666666667	5	1	0.857142857142857	0.142857142857143	NA	NA	NA
1259	Trachurus declivis	52.6666666666667	0	0	3	0	1	0	NA	NA	NA
1260	Trachurus novaezelandiae	21	21	0.0871212121212121	5	1	0.916666666666667	0.0833333333333333	NA	NA	NA
1261	Trachurus trachurus	63	88	0.0526315789473684	5	1	0.95	0.05	NA	NA	NA
1262	Trachypithecus phayrei	44.0769230769231	380	0.142857142857143	62	9	0.875	0.125	7681.72	4015	EN
1263	Trematomus bernacchii	57	22	0	3	1	0.75	0.25	NA	NA	NA
1264	Trematomus nicolai	55	64	0.333333333333333	5	2	0.75	0.25	NA	NA	NA
1265	Tribolodon hakonensis	21	21	0.0526315789473684	19	1	0.95	0.05	NA	NA	NA
1266	Trichiurus japonicus	21	0	0	6	0	1	0	NA	NA	NA
1267	Trichiurus lepturus_nanhaiensis	51	0	0	4	0	1	0	NA	NA	NA
1268	Trichomycterus areolatus	21.25	85	0.267948717948718	14	4	0.788676236044657	0.211323763955343	NA	NA	NA
1269	Trimeresurus albolabris	59.25	123	0.210526315789474	5	2	0.822222222222222	0.177777777777778	NA	NA	NA
1270	Trimeresurus gumprechti	21	21	0.024390243902439	40	1	0.976190476190476	0.0238095238095238	NA	NA	NA
1271	Triplophysa bleekeri	24.4444444444444	98	0.0535714285714286	81	3	0.949152542372881	0.0508474576271186	NA	NA	NA
1272	Triplophysa stenura	30.25	63	0.114285714285714	32	3	0.897435897435897	0.102564102564103	NA	NA	NA
1273	Trisopterus minutus	28	99.5	0.0538461538461538	61.5	4	0.912858351845975	0.0871416481540252	NA	NA	NA
1274	Triturus dobrogicus	51	84	0.414285714285714	4	2	0.7	0.3	NA	NA	NT
1275	Triturus karelinii	51.2380952380952	803	0.330128205128205	50	15	0.75	0.25	NA	NA	LC
1276	Troglodytes aedon	45.4	215	0.162162162162162	29	5	0.86046511627907	0.13953488372093	NA	NA	LC
1277	Trogon collaris	62.8	323	0.269230769230769	27	7	0.783783783783784	0.216216216216216	NA	NA	LC
1278	Trogon rufus	59	511	0.176470588235294	57	9	0.85	0.15	NA	NA	LC
1279	Trogon violaceus	64.3538461538461	614	0.2054890921886	51	9	0.828571428571429	0.171428571428571	NA	NA	LC
1280	Trogon viridis	46	126	0.0618622448979592	47	3	0.941176470588235	0.0588235294117647	NA	NA	LC
1281	Tropheus moorii	47	168.5	0.195238095238095	20	4	0.836666666666667	0.163333333333333	NA	NA	NA
1282	Tupaia belangeri	58	36	0.166666666666667	3	1	0.75	0.25	200	1458.084583343	LC
1283	Turdus ignobilis	65.8333333333333	81	0.329710144927536	5.5	1	0.752049180327869	0.247950819672131	NA	NA	LC
1284	Turdus merula	58	81	0.218253968253968	7	1	0.818181818181818	0.181818181818182	NA	NA	LC
1285	Turdus philomelos	21.5	21	0.1	3.5	1	0.909090909090909	0.0909090909090909	NA	NA	LC
1286	Turdus poliocephalus	53.3333333333333	102	0.146428571428571	16	2	0.869565217391304	0.130434782608696	NA	NA	LC
1287	Turdus rufopalliatus	58	0	0	5	0	1	0	NA	NA	LC
1288	Tursiops aduncus	51	99	0.0909090909090909	21	2	0.916666666666667	0.0833333333333333	281040.55	6427.88	NT
1289	Tursiops truncatus	54.25	58	0.153846153846154	5	1	0.857142857142857	0.142857142857143	281040.55	6427.88	LC
1290	Tylototriton wenxianensis	48.875	287	0.224014336917563	27	6	0.815789473684211	0.184210526315789	NA	NA	VU
1291	Tympanocryptis cephalus	61.5227272727273	1470	0.430769230769231	61	25	0.698924731182796	0.301075268817204	NA	NA	NA
1292	Tympanocryptis tetraporophora	55.8823529411765	784	0.311111111111111	51	13	0.76271186440678	0.23728813559322	NA	NA	NA
1293	Typhlichthys subterraneus	52.4736842105263	715	0.254901960784314	51	13	0.796875	0.203125	NA	NA	NA
1294	Urocyon cinereoargenteus	51.125	42	0.105263157894737	4	1	0.9	0.1	3833.71	1955.5492	LC
1295	Urosaurus nigricaudus	42.5	283.5	0.181818181818182	17.5	6	0.845299145299145	0.154700854700855	NA	NA	NA
1296	Urotrichus talpoides	29.6	148	0.0810810810810811	36	5	0.925	0.075	18.2	680.5528	LC
